TOP,JUNGLE,MIDDLE,BOTTOM,SUPPORT
Riven,Lee Sin,Galio,Cassiopeia,Nami
Nautilus,Kha'Zix,Syndra,Miss Fortune,Thresh
Sett,Trundle,Azir,Kai'Sa,Nautilus
Wukong,Rammus,Kassadin,Lucian,Bard
Camille,Kha'Zix,Veigar,Lucian,Bard
Sett,Nidalee,Renekton,Ezreal,Neeko
Vladimir,Kha'Zix,Lux,Sivir,Janna
Qiyana,Nidalee,Taric,Yasuo,Sett
Mordekaiser,Maokai,Xerath,Miss Fortune,Nami
Aatrox,Kha'Zix,Lux,Ziggs,Bard
Irelia,Kha'Zix,Anivia,Malzahar,Lulu
Renekton,Lee Sin,Cassiopeia,Kai'Sa,Zilean
Kayle,Skarner,Talon,Twitch,Vel'Koz
Sett,Lee Sin,Veigar,Caitlyn,Lulu
Renekton,Nunu & Willump,Xerath,Caitlyn,Bard
Sett,Shyvana,Diana,Draven,Blitzcrank
Sett,Olaf,Syndra,Ezreal,Lulu
Aatrox,Rengar,Kassadin,Miss Fortune,Nautilus
Renekton,Graves,Sylas,Jhin,Thresh
Warwick,Ekko,LeBlanc,Miss Fortune,Morgana
Fiora,Shaco,Vladimir,Vayne,Janna
Skarner,Lee Sin,Kassadin,Miss Fortune,Thresh
Maokai,Graves,Diana,Kai'Sa,Bard
Kled,Trundle,Ahri,Lucian,Nautilus
Lulu,Trundle,Vladimir,Miss Fortune,Soraka
Cassiopeia,Zac,Yasuo,Caitlyn,Malphite
Renekton,Sejuani,Katarina,Varus,Soraka
Yorick,Karthus,Anivia,Xayah,Janna
Akali,Rengar,Kassadin,Kog'Maw,Lulu
Ryze,Lee Sin,Qiyana,Aphelios,Thresh
Poppy,Lee Sin,LeBlanc,Draven,Swain
Malphite,Sejuani,Diana,Yasuo,Soraka
Gnar,Kha'Zix,Diana,Kalista,Senna
Mordekaiser,Karthus,Zed,Miss Fortune,Thresh
Singed,Kayn,Akali,Vayne,Yuumi
Irelia,Ekko,Wukong,Miss Fortune,Pyke
Gnar,Rengar,Katarina,Vayne,Taric
Gangplank,Dr. Mundo,Vladimir,Miss Fortune,Morgana
Illaoi,Jax,Fizz,Miss Fortune,Janna
Warwick,Elise,Nocturne,Jhin,Morgana
Tryndamere,Skarner,Talon,Miss Fortune,Vel'Koz
Warwick,Sejuani,Nocturne,Ezreal,Nami
Soraka,Olaf,Syndra,Senna,Braum
Jayce,Zoe,Viktor,Miss Fortune,Thresh
Malphite,Dr. Mundo,LeBlanc,Lucian,Blitzcrank
Darius,Skarner,Cassiopeia,Vayne,Soraka
Nasus,Sejuani,Orianna,Kai'Sa,Bard
Riven,Elise,Irelia,Vayne,Thresh
Sett,Olaf,Veigar,Miss Fortune,Pyke
Darius,Lee Sin,Xerath,Xayah,Morgana
Renekton,Lee Sin,Kassadin,Miss Fortune,Senna
Sett,Zac,Veigar,Tristana,Vel'Koz
Yorick,Lee Sin,Veigar,Senna,Yuumi
Mordekaiser,Jarvan IV,Syndra,Lucian,Nami
Yorick,Elise,Pantheon,Jhin,Thresh
Mordekaiser,Lee Sin,Yasuo,Kalista,Blitzcrank
Tryndamere,Lee Sin,Syndra,Aphelios,Braum
Ornn,Karthus,Yasuo,Jhin,Yuumi
Darius,Ekko,Talon,Miss Fortune,Vel'Koz
Mordekaiser,Lee Sin,Orianna,Lucian,Pyke
Soraka,Graves,Katarina,Lucian,Bard
Cho'Gath,Taliyah,Zed,Tristana,Thresh
Renekton,Ivern,Gangplank,Xayah,Blitzcrank
Dr. Mundo,Rek'Sai,LeBlanc,Tristana,Leona
Garen,Sejuani,Viktor,Miss Fortune,Janna
Darius,Zac,Zed,Kai'Sa,Bard
Cassiopeia,Nunu & Willump,Ryze,Miss Fortune,Janna
Garen,Karthus,Xerath,Aphelios,Thresh
Wukong,Zac,Diana,Kai'Sa,Lulu
Cassiopeia,Udyr,Katarina,Miss Fortune,Janna
Vladimir,Lee Sin,Pantheon,Kai'Sa,Nautilus
Gragas,Zac,Zilean,Miss Fortune,Shaco
Sett,Gragas,Diana,Miss Fortune,Bard
Tryndamere,Hecarim,Syndra,Lucian,Leona
Shyvana,Kha'Zix,Akali,Jhin,Janna
Illaoi,Ekko,Quinn,Miss Fortune,Brand
Illaoi,Elise,Sylas,Miss Fortune,Leona
Irelia,Zac,Katarina,Yasuo,Nautilus
Riven,Nunu & Willump,Orianna,Corki,Thresh
Darius,Lee Sin,Kassadin,Vayne,Zilean
Malphite,Elise,Anivia,Yasuo,Thresh
Shen,Skarner,Katarina,Miss Fortune,Nautilus
Mordekaiser,Lee Sin,Syndra,Miss Fortune,Blitzcrank
Renekton,Shyvana,Sylas,Caitlyn,Thresh
Fiora,Kha'Zix,Katarina,Caitlyn,Leona
Teemo,Volibear,Kassadin,Miss Fortune,Alistar
Cassiopeia,Rek'Sai,Ornn,Aphelios,Janna
Riven,Shaco,Veigar,Miss Fortune,Nautilus
Akali,Kha'Zix,Malphite,Ezreal,Blitzcrank
Tahm Kench,Gragas,Yasuo,Miss Fortune,Thresh
Mordekaiser,Rek'Sai,Malzahar,Draven,Nautilus
Ornn,Ekko,Lux,Miss Fortune,Galio
Graves,Shyvana,Pyke,Tristana,Leona
Camille,Kayn,Talon,Miss Fortune,Sona
Yorick,Lee Sin,Vel'Koz,Varus,Blitzcrank
Sion,Rek'Sai,Aphelios,Miss Fortune,Bard
Darius,Evelynn,Rumble,Caitlyn,Morgana
Syndra,Lee Sin,Diana,Miss Fortune,Janna
Malphite,Lee Sin,Yasuo,Cassiopeia,Janna
Talon,Volibear,Kha'Zix,Draven,Vel'Koz
Lillia,Kha'Zix,Corki,Vayne,Rakan
Renekton,Zac,Fizz,Ezreal,Soraka
Ornn,Zac,Lux,Ashe,Bard
Kled,Trundle,Ekko,Ezreal,Janna
Karma,Kha'Zix,Nunu & Willump,Heimerdinger,Bard
Nasus,Zac,Neeko,Ezreal,Yuumi
Sion,Sett,Zed,Xayah,Soraka
Darius,Zac,Katarina,Ezreal,Bard
Darius,Olaf,Rumble,Xayah,Soraka
Sion,Zac,Katarina,Taliyah,Bard
Teemo,Zac,Katarina,Xayah,Blitzcrank
Sion,Rengar,Diana,Ezreal,Lulu
Zac,Ekko,Katarina,Senna,Thresh
Gangplank,Vi,Malzahar,Ezreal,Yuumi
Garen,Lee Sin,Sylas,Yasuo,Morgana
Irelia,Zac,Katarina,Lucian,Bard
Malphite,Vi,Jayce,Varus,Thresh
Diana,Zac,Teemo,Ezreal,Bard
Maokai,Ekko,Vladimir,Ezreal,Thresh
Volibear,Zac,Katarina,Ashe,Leona
Riven,Lee Sin,Katarina,Yasuo,Bard
Fiora,Ekko,Pantheon,Kalista,Thresh
Irelia,Nidalee,Galio,Varus,Karma
Shen,Kayn,Katarina,Yasuo,Lulu
Shen,Rek'Sai,Galio,Xayah,Rakan
Mordekaiser,Zac,Katarina,Kai'Sa,Morgana
Garen,Ivern,Orianna,Aphelios,Thresh
Volibear,Rengar,Viktor,Jhin,Senna
Maokai,Sejuani,Yasuo,Tristana,Thresh
Volibear,Zac,Katarina,Miss Fortune,Blitzcrank
Volibear,Zac,Syndra,Ezreal,Bard
Shen,Fiddlesticks,Zoe,Yasuo,Senna
Sett,Jax,Kassadin,Xayah,Rakan
Maokai,Zac,Tristana,Kalista,Taric
Mordekaiser,Vi,Diana,Jhin,Senna
Wukong,Zac,Fizz,Tristana,Bard
Sett,Zac,Orianna,Ezreal,Bard
Camille,Lee Sin,Anivia,Kai'Sa,Janna
Gragas,Karthus,Talon,Ezreal,Vel'Koz
Irelia,Warwick,Wukong,Aphelios,Morgana
Volibear,Rammus,Cassiopeia,Vayne,Lulu
Shen,Amumu,Kennen,Draven,Senna
Wukong,Zac,Vladimir,Xayah,Pyke
Irelia,Warwick,Heimerdinger,Varus,Janna
Gragas,Rek'Sai,Ahri,Jinx,Janna
Hecarim,Rengar,Ryze,Caitlyn,Bard
Renekton,Elise,Yasuo,Jinx,Pyke
Aatrox,Zac,Diana,Kai'Sa,Rakan
Urgot,Lee Sin,Ahri,Lucian,Soraka
Irelia,Nidalee,Vel'Koz,Varus,Nami
Irelia,Olaf,Vladimir,Caitlyn,Lux
Gnar,Fiddlesticks,Kassadin,Lucian,Yuumi
Vladimir,Shaco,Twisted Fate,Lucian,Leona
Maokai,Hecarim,Yasuo,Neeko,Nami
Teemo,Vi,Yasuo,Lucian,Yuumi
Renekton,Kayn,Fizz,Jhin,Janna
Sion,Zac,Annie,Draven,Bard
Volibear,Dr. Mundo,Aurelion Sol,Miss Fortune,Yuumi
Aatrox,Master Yi,Malphite,Ezreal,Taric
Wukong,Graves,Yasuo,Kai'Sa,Lulu
Kled,Shaco,Vel'Koz,Jinx,Thresh
Tryndamere,Nidalee,Katarina,Caitlyn,Morgana
Fiora,Wukong,Katarina,Ezreal,Yuumi
Sion,Lee Sin,Vel'Koz,Aphelios,Soraka
Wukong,Zac,Galio,Caitlyn,Bard
Darius,Kayn,Fizz,Ashe,Janna
Jax,Kayn,Cassiopeia,Varus,Lulu
Fiora,Graves,Vladimir,Xerath,Karma
Irelia,Skarner,LeBlanc,Varus,Thresh
Fiora,Graves,Sylas,Sivir,Yuumi
Gragas,Rek'Sai,Orianna,Kalista,Thresh
Fiora,Xin Zhao,Vladimir,Xerath,Morgana
Fiora,Lee Sin,Soraka,Kog'Maw,Lulu
Maokai,Kayn,Yasuo,Ezreal,Karma
Sett,Ivern,Lux,Aphelios,Zyra
Camille,Ekko,Yasuo,Ashe,Lulu
Sion,Pantheon,Syndra,Vayne,Blitzcrank
Tryndamere,Zac,Katarina,Kai'Sa,Thresh
Fiora,Olaf,Vladimir,Ezreal,Leona
Jax,Kayn,Yasuo,Jhin,Vel'Koz
Shen,Kayn,Heimerdinger,Draven,Leona
Maokai,Zac,Nautilus,Ezreal,Lulu
Darius,Rammus,Syndra,Lucian,Sett
Renekton,Xin Zhao,Lux,Neeko,Xerath
Maokai,Shyvana,Zed,Vayne,Lulu
Malphite,Shaco,Garen,Yasuo,Sett
Urgot,Jarvan IV,Vladimir,Vayne,Lulu
Gangplank,Zac,Corki,Tahm Kench,Senna
Syndra,Zac,Darius,Jinx,Karma
Riven,Shaco,Veigar,Ezreal,Lulu
Maokai,Vi,Katarina,Ezreal,Swain
Wukong,Rammus,Yasuo,Neeko,Pyke
Zac,Shaco,Xerath,Miss Fortune,Zilean
Ornn,Karthus,Fizz,Varus,Bard
Garen,Shaco,Orianna,Kalista,Janna
Fiora,Graves,Vel'Koz,Miss Fortune,Thresh
Aatrox,Gragas,Ekko,Miss Fortune,Rakan
Vladimir,Zac,Neeko,Senna,Leona
Gnar,Trundle,Aurelion Sol,Ezreal,Thresh
Sett,Karthus,Orianna,Vayne,Pyke
Shen,Olaf,Karma,Tristana,Lulu
Wukong,Zac,Neeko,Kai'Sa,Nami
Shen,Wukong,Ekko,Varus,Yuumi
Darius,Hecarim,Vladimir,Jhin,Leona
Darius,Skarner,Diana,Jhin,Janna
Aatrox,Zac,Vladimir,Aphelios,Alistar
Sett,Fiddlesticks,Anivia,Kai'Sa,Blitzcrank
Neeko,Olaf,Zed,Xayah,Rakan
Sett,Rengar,Katarina,Jhin,Nami
Quinn,Rammus,Neeko,Aphelios,Nautilus
Aatrox,Lee Sin,Neeko,Aphelios,Nautilus
Wukong,Sejuani,Ekko,Kindred,Taric
Kennen,Gragas,Zed,Kai'Sa,Yuumi
Singed,Zac,Graves,Jhin,Neeko
Camille,Kindred,Vladimir,Ezreal,Brand
Shen,Graves,Xerath,Aphelios,Neeko
Darius,Kayn,Katarina,Miss Fortune,Leona
Jayce,Zac,Graves,Kai'Sa,Lulu
Akali,Olaf,Diana,Ezreal,Morgana
Graves,Zac,Yasuo,Neeko,Thresh
Graves,Zac,Talon,Caitlyn,Janna
Fiora,Jarvan IV,Lux,Ezreal,Thresh
Garen,Jarvan IV,Aurelion Sol,Vayne,Senna
Aatrox,Graves,LeBlanc,Kai'Sa,Nautilus
Sion,Morgana,Kassadin,Ezreal,Nami
Ornn,Lee Sin,Graves,Miss Fortune,Yuumi
Urgot,Lee Sin,Cassiopeia,Varus,Lulu
Mordekaiser,Graves,Diana,Ezreal,Karma
Malphite,Hecarim,Fizz,Maokai,Senna
Orianna,Nunu & Willump,Fiora,Caitlyn,Karma
Heimerdinger,Kha'Zix,Rumble,Aphelios,Thresh
Vayne,Warwick,Xerath,Pyke,Syndra
Cho'Gath,Rengar,Cassiopeia,Caitlyn,Brand
Dr. Mundo,Hecarim,Vladimir,Miss Fortune,Thresh
Akali,Lee Sin,Tristana,Ezreal,Rakan
Kassadin,Zac,Gnar,Miss Fortune,Yuumi
Maokai,Elise,Fizz,Aphelios,Thresh
Graves,Zac,Sylas,Vayne,Lulu
Ornn,Evelynn,Diana,Aphelios,Nami
Garen,Graves,Xerath,Vayne,Thresh
Aatrox,Rengar,Sylas,Pantheon,Senna
Gnar,Zac,Kayle,Jinx,Yuumi
Cho'Gath,Zac,Diana,Miss Fortune,Senna
Kennen,Olaf,LeBlanc,Aphelios,Braum
Tryndamere,Volibear,Anivia,Lucian,Thresh
Malphite,Sejuani,Ekko,Jhin,Bard
Nocturne,Zac,Ahri,Kai'Sa,Alistar
Graves,Rengar,Cassiopeia,Kalista,Thresh
Shen,Olaf,Sylas,Miss Fortune,Zyra
Karthus,Zac,Camille,Aphelios,Thresh
Cho'Gath,Rek'Sai,Kassadin,Vayne,Zyra
Neeko,Zac,Volibear,Aphelios,Thresh
Sylas,Ekko,Talon,Yasuo,Veigar
Neeko,Elise,Camille,Aphelios,Zilean
Darius,Warwick,Corki,Lucian,Nami
Volibear,Nunu & Willump,Xerath,Senna,Brand
Soraka,Graves,Wukong,Senna,Gragas
Neeko,Elise,Camille,Ashe,Lulu
Darius,Ivern,Syndra,Xayah,Soraka
Volibear,Nunu & Willump,Xerath,Neeko,Senna
Singed,Olaf,Galio,Veigar,Pyke
Jax,Lee Sin,Xerath,Neeko,Senna
Sett,Hecarim,Katarina,Karthus,Yuumi
Jax,Nunu & Willump,Fizz,Aphelios,Neeko
Kennen,Rek'Sai,Jayce,Taliyah,Nautilus
Camille,Nunu & Willump,Vel'Koz,Aphelios,Neeko
Urgot,Kha'Zix,Xerath,Aphelios,Nami
Soraka,Gragas,Kog'Maw,Jhin,Blitzcrank
Mordekaiser,Rek'Sai,Corki,Kalista,Blitzcrank
Sylas,Nunu & Willump,Zed,Neeko,Senna
Skarner,Fiddlesticks,Zed,Vayne,Braum
Darius,Nunu & Willump,Zilean,Neeko,Senna
Darius,Lee Sin,Ekko,Xayah,Rakan
Morgana,Nunu & Willump,Camille,Neeko,Senna
Yasuo,Shaco,Zoe,Caitlyn,Veigar
Camille,Nunu & Willump,Morgana,Aphelios,Neeko
Kled,Rek'Sai,Zed,Kalista,Nautilus
Darius,Nunu & Willump,Lissandra,Neeko,Senna
Gnar,Nocturne,Kassadin,Yasuo,Alistar
Morgana,Lee Sin,Lucian,Ashe,Neeko
Darius,Karthus,Diana,Jhin,Alistar
Morgana,Nunu & Willump,Camille,Aphelios,Lulu
Ornn,Evelynn,Nocturne,Senna,Thresh
Camille,Nunu & Willump,Veigar,Aphelios,Neeko
Darius,Ivern,Twisted Fate,Draven,Shaco
Camille,Nunu & Willump,Zilean,Aphelios,Neeko
Kled,Nidalee,Sylas,Kai'Sa,Thresh
Darius,Nunu & Willump,Lux,Neeko,Senna
Jax,Zac,LeBlanc,Aphelios,Thresh
Darius,Nunu & Willump,Veigar,Neeko,Senna
Malphite,Lee Sin,Fizz,Kai'Sa,Pyke
Veigar,Nunu & Willump,Camille,Neeko,Senna
Aatrox,Warwick,Diana,Lucian,Nautilus
Darius,Elise,Xerath,Neeko,Senna
Kayle,Elise,Zed,Aphelios,Lulu
Camille,Nunu & Willump,Lissandra,Neeko,Senna
Senna,Olaf,Cho'Gath,Ezreal,Thresh
Darius,Nidalee,LeBlanc,Xayah,Rakan
Shen,Elise,Kassadin,Miss Fortune,Nautilus
Mordekaiser,Olaf,Yasuo,Neeko,Senna
Camille,Master Yi,Vladimir,Heimerdinger,Sion
Illaoi,Jarvan IV,Zilean,Twitch,Nautilus
Urgot,Ekko,Katarina,Xayah,Janna
Malphite,Elise,Qiyana,Miss Fortune,Soraka
Kayle,Shaco,Yasuo,Senna,Thresh
Cho'Gath,Jax,Kassadin,Aphelios,Zilean
Shen,Trundle,Rumble,Senna,Morgana
Darius,Zac,Ekko,Vayne,Thresh
Nasus,Zac,Neeko,Xayah,Janna
Aatrox,Lee Sin,Lux,Kai'Sa,Thresh
Garen,Sejuani,Viktor,Miss Fortune,Janna
Darius,Zac,Zed,Kai'Sa,Bard
Darius,Zac,LeBlanc,Miss Fortune,Janna
Dr. Mundo,Evelynn,Qiyana,Varus,Morgana
Kayle,Nidalee,Zed,Miss Fortune,Bard
Darius,Hecarim,Camille,Aphelios,Neeko
Sett,Karthus,Ekko,Veigar,Leona
Darius,Hecarim,Ziggs,Neeko,Senna
Sett,Lee Sin,Wukong,Aphelios,Leona
Darius,Hecarim,Malphite,Neeko,Senna
Camille,Ekko,Wukong,Aphelios,Blitzcrank
Renekton,Vi,Zilean,Jhin,Xerath
Aurelion Sol,Shaco,Diana,Taliyah,Bard
Darius,Kha'Zix,Karma,Tristana,Nami
Gnar,Kha'Zix,Diana,Jhin,Bard
Darius,Jarvan IV,Viktor,Aphelios,Nami
Darius,Amumu,Vladimir,Lucian,Senna
Renekton,Zac,Vel'Koz,Kai'Sa,Soraka
Ornn,Kha'Zix,Sylas,Caitlyn,Sona
Gragas,Jarvan IV,Xerath,Ezreal,Nami
Nocturne,Rek'Sai,Diana,Ashe,Pyke
Malphite,Zac,Neeko,Kai'Sa,Nami
Shen,Jarvan IV,Kayle,Kai'Sa,Lulu
Renekton,Kha'Zix,Sylas,Cassiopeia,Pyke
Cassiopeia,Zac,Yasuo,Swain,Senna
Maokai,Kayn,LeBlanc,Ezreal,Yuumi
Garen,Olaf,LeBlanc,Ezreal,Yuumi
Ornn,Ivern,Lissandra,Vayne,Alistar
Karthus,Volibear,Qiyana,Aphelios,Bard
Darius,Elise,Xerath,Jinx,Janna
Jax,Vi,Karthus,Ashe,Lulu
Hecarim,Volibear,Sylas,Twitch,Yuumi
Singed,Nunu & Willump,Irelia,Ashe,Taric
Quinn,Rek'Sai,Ekko,Kalista,Pyke
Ornn,Kha'Zix,Vladimir,Master Yi,Lulu
Rumble,Graves,Yasuo,Ashe,Blitzcrank
Gnar,Fiddlesticks,Qiyana,Ashe,Janna
Quinn,Olaf,Ekko,Yasuo,Sett
Sylas,Wukong,Orianna,Aphelios,Bard
Malphite,Lee Sin,Zoe,Jinx,Lulu
Nidalee,Wukong,Orianna,Varus,Karma
Sion,Fiddlesticks,Katarina,Vayne,Lulu
Gnar,Graves,Ziggs,Senna,Sett
Garen,Nidalee,Veigar,Jhin,Janna
Kayle,Graves,Pyke,Senna,Ahri
Rammus,Kayn,Corki,Caitlyn,Morgana
Sion,Vi,Orianna,Ezreal,Janna
Sett,Gragas,Galio,Kai'Sa,Soraka
Orianna,Rengar,Jax,Ashe,Thresh
Urgot,Volibear,Lux,Wukong,Senna
Malphite,Kha'Zix,Cassiopeia,Ziggs,Pyke
Sylas,Trundle,Xerath,Ezreal,Senna
Wukong,Lee Sin,Galio,Syndra,Sett
Malphite,Shaco,Ekko,Ashe,Senna
Wukong,Lee Sin,Ekko,Kalista,Sett
Volibear,Kha'Zix,Syndra,Ezreal,Nautilus
Darius,Ekko,Sylas,Kalista,Blitzcrank
Riven,Sejuani,Vladimir,Ezreal,Leona
Camille,Ivern,Lucian,Ezreal,Thresh
Aatrox,Sett,Neeko,Aphelios,Zilean
Malphite,Nocturne,Galio,Ashe,Sona
Ornn,Wukong,Twisted Fate,Aphelios,Lulu
Yasuo,Zac,Gangplank,Cassiopeia,Yuumi
Wukong,Graves,Twisted Fate,Vayne,Lulu
Nasus,Jarvan IV,Maokai,Aphelios,Karma
Vladimir,Evelynn,Yasuo,Kalista,Thresh
Darius,Kindred,Syndra,Sion,Senna
Gangplank,Elise,Cassiopeia,Ashe,Karma
Warwick,Evelynn,Galio,Varus,Thresh
Sion,Lee Sin,LeBlanc,Sivir,Yuumi
Kennen,Lee Sin,Diana,Aphelios,Thresh
Lucian,Gragas,Yasuo,Cassiopeia,Lux
Malphite,Evelynn,Taliyah,Ezreal,Senna
Lucian,Nidalee,Pyke,Varus,Ashe
Kled,Nocturne,Syndra,Yasuo,Lulu
Renekton,Nidalee,Sett,Ashe,Zilean
Sylas,Karthus,Neeko,Sion,Senna
Maokai,Shaco,Vladimir,Sivir,Yuumi
Garen,Graves,Xerath,Lucian,Senna
Gangplank,Nidalee,Pyke,Cassiopeia,Rakan
Fiora,Trundle,Kassadin,Yasuo,Nami
Camille,Jarvan IV,Galio,Xayah,Rakan
Gragas,Olaf,Annie,Vayne,Soraka
Gnar,Wukong,Ahri,Varus,Thresh
Gangplank,Gragas,Azir,Xayah,Rakan
Darius,Kayn,Galio,Heimerdinger,Thresh
Maokai,Nidalee,Orianna,Ezreal,Yuumi
Vladimir,Sett,Azir,Aphelios,Lulu
Zac,Morgana,Yasuo,Varus,Bard
Riven,Olaf,Xerath,Ziggs,Sona
Irelia,Shyvana,Orianna,Aphelios,Alistar
Riven,Morgana,Diana,Varus,Pyke
Malphite,Kayn,Galio,Caitlyn,Blitzcrank
Jayce,Karthus,Irelia,Syndra,Maokai
Annie,Sett,Cho'Gath,Aphelios,Karma
Renekton,Gragas,Qiyana,Miss Fortune,Bard
Sett,Graves,Neeko,Aphelios,Lulu
Kayle,Rek'Sai,Kayn,Syndra,Thresh
Vladimir,Graves,Ahri,Ezreal,Blitzcrank
Rammus,Fiddlesticks,Nocturne,Aphelios,Lulu
Sett,Taliyah,Orianna,Lucian,Bard
Vayne,Gragas,Kayn,Jinx,Lulu
Camille,Zac,Zed,Veigar,Yuumi
Jayce,Lee Sin,Sett,Syndra,Alistar
Malphite,Graves,Zed,Kalista,Sett
Vayne,Diana,LeBlanc,Thresh,Senna
Gnar,Shyvana,Brand,Jhin,Rakan
Fiora,Kha'Zix,Morgana,Twitch,Zilean
Ornn,Graves,Irelia,Syndra,Senna
Illaoi,Morgana,Lissandra,Miss Fortune,Bard
Poppy,Nocturne,Malphite,Caitlyn,Alistar
Sylas,Aatrox,Ziggs,Kalista,Taric
Janna,Lulu,Ziggs,Vayne,Yuumi
Quinn,Master Yi,Taric,Yasuo,Thresh
Darius,Camille,Gnar,Miss Fortune,Thresh
Pantheon,Shaco,Lissandra,Syndra,Pyke
Shen,Rengar,Ahri,Lucian,Xerath
Gangplank,Wukong,Zoe,Pyke,Senna
Renekton,Elise,LeBlanc,Ezreal,Senna
Shen,Wukong,Vel'Koz,Miss Fortune,Lulu
Corki,Kindred,Irelia,Lucian,Thresh
Vayne,Elise,Lulu,Caitlyn,Alistar
Teemo,Vi,Galio,Jhin,Soraka
Maokai,Elise,Aatrox,Twitch,Lulu
Fiora,Graves,Orianna,Aphelios,Nautilus
Malphite,Ekko,Talon,Twitch,Lulu
Pantheon,Graves,Kayle,Sivir,Bard
Kennen,Volibear,Malphite,Vayne,Lulu
Shen,Trundle,Kassadin,Ashe,Soraka
Darius,Graves,Zed,Tristana,Karma
Urgot,Karthus,Garen,Ezreal,Yuumi
Kennen,Volibear,Talon,Twitch,Lulu
Mordekaiser,Ivern,Vladimir,Twitch,Soraka
Aatrox,Volibear,Ryze,Aphelios,Lulu
Garen,Shyvana,Nunu & Willump,Xayah,Karma
Teemo,Rek'Sai,Aatrox,Aphelios,Lulu
Gangplank,Jarvan IV,Gragas,Kog'Maw,Lulu
Kayle,Elise,Aatrox,Aphelios,Karma
Dr. Mundo,Graves,Katarina,Aphelios,Thresh
Renekton,Elise,Malphite,Kai'Sa,Leona
Camille,Rengar,Irelia,Kai'Sa,Thresh
Renekton,Ekko,Malphite,Vayne,Karma
Nautilus,Taliyah,Azir,Aphelios,Lulu
Renekton,Volibear,Zilean,Vayne,Janna
Rengar,Fiddlesticks,Veigar,Caitlyn,Bard
Vladimir,Sejuani,Aatrox,Aphelios,Lulu
Singed,Master Yi,Fizz,Kalista,Pyke
Sylas,Elise,Aatrox,Vayne,Lulu
Fiora,Jax,Orianna,Lucian,Vel'Koz
Malphite,Sejuani,Aatrox,Xerath,Soraka
Garen,Hecarim,Zoe,Ezreal,Bard
Mordekaiser,Ekko,Aatrox,Kalista,Thresh
Cho'Gath,Zac,Rumble,Twitch,Nami
Mordekaiser,Ekko,Aatrox,Aphelios,Lulu
Fiora,Nidalee,Qiyana,Ezreal,Nautilus
Shen,Ekko,Camille,Kai'Sa,Thresh
Camille,Jarvan IV,Lux,Kai'Sa,Zilean
Kennen,Graves,Aatrox,Ashe,Soraka
Orianna,Nunu & Willump,Camille,Miss Fortune,Thresh
Malphite,Elise,Aatrox,Ezreal,Karma
Volibear,Sejuani,Twisted Fate,Caitlyn,Lulu
Kayle,Graves,Aatrox,Vayne,Karma
Jayce,Shyvana,Irelia,Taliyah,Blitzcrank
Shen,Ekko,Malphite,Aphelios,Lulu
Graves,Kayn,Ekko,Jhin,Lux
Malphite,Taliyah,Aatrox,Ezreal,Karma
Singed,Ekko,Cho'Gath,Ezreal,Taric
Maokai,Elise,Aatrox,Kalista,Thresh
Wukong,Fiddlesticks,Diana,Ezreal,Xerath
Renekton,Ekko,Aatrox,Aphelios,Lulu
Wukong,Hecarim,Orianna,Lucian,Thresh
Renekton,Ekko,Talon,Aphelios,Lulu
Wukong,Rammus,Ziggs,Jinx,Bard
Renekton,Diana,Talon,Aphelios,Lulu
Sylas,Shyvana,Fiora,Senna,Morgana
Aatrox,Graves,Kennen,Aphelios,Lulu
Vladimir,Kha'Zix,Irelia,Syndra,Karma
Ryze,Ekko,Malphite,Aphelios,Nautilus
Mordekaiser,Hecarim,Lux,Jinx,Morgana
Kayle,Ekko,Malphite,Aphelios,Lulu
Camille,Kha'Zix,Vladimir,Cassiopeia,Blitzcrank
Kennen,Graves,Talon,Varus,Zyra
Vladimir,Warwick,Zed,Aphelios,Nami
Ryze,Graves,Malphite,Jinx,Lulu
Sett,Kayn,Ahri,Jinx,Janna
Kennen,Graves,Malphite,Kalista,Thresh
Sett,Zac,Lissandra,Jinx,Xerath
Aatrox,Ekko,Talon,Jhin,Lulu
Sion,Ekko,Diana,Vayne,Thresh
Sylas,Taliyah,Aatrox,Ezreal,Braum
Sett,Hecarim,Katarina,Caitlyn,Nautilus
Soraka,Pantheon,Cho'Gath,Vayne,Lulu
Cho'Gath,Graves,Vladimir,Jinx,Soraka
Sett,Elise,Ryze,Vayne,Lulu
Mordekaiser,Graves,Cassiopeia,Kalista,Sett
Vladimir,Ivern,Talon,Xayah,Rakan
Karma,Master Yi,Vladimir,Caitlyn,Morgana
Kennen,Graves,Talon,Jinx,Lulu
Sylas,Ekko,Aatrox,Kalista,Braum
Sett,Rek'Sai,Vladimir,Miss Fortune,Soraka
Sylas,Kha'Zix,Talon,Jhin,Zyra
Wukong,Nidalee,Cassiopeia,Miss Fortune,Nautilus
Mordekaiser,Kayn,Malzahar,Varus,Veigar
Cho'Gath,Zac,Talon,Twitch,Lulu
Quinn,Graves,Syndra,Draven,Leona
Malphite,Elise,Talon,Twitch,Lulu
Kled,Graves,Fizz,Miss Fortune,Nautilus
Kennen,Sejuani,Aatrox,Ezreal,Morgana
Volibear,Lee Sin,Ziggs,Miss Fortune,Nautilus
Kennen,Graves,Talon,Vayne,Lulu
Mordekaiser,Warwick,LeBlanc,Caitlyn,Bard
Kayle,Wukong,Talon,Xayah,Rakan
Kennen,Elise,Kled,Ezreal,Zyra
Jax,Wukong,Syndra,Kai'Sa,Leona
